asset_id,category,condition,status,useful_life_years,purchase_date,purchase_cost,expiry_date,work_orders_count,downtime_minutes,labor_hours,priority,risk_level,asset_age_years,useful_life_consumed_ratio,days_to_warranty_expiry,is_warranty_expired,avg_downtime_per_wo,avg_labor_per_wo,annual_maintenance_frequency
AST-1349,Network_Switch,Good,Active,10,2022-10-26,4221.36,2027-06-22,11,723,27.92,Low,Medium,3.85,0.38,294,0,65.73,2.54,2.86
AST-1350,Laptop,Fair,Under_Maintenance,7,2022-03-07,6037.5,2026-09-14,4,664,12.18,Medium,Medium,4.49,0.64,13,0,166.0,3.04,0.89
AST-1351,Projector,Critical,Active,5,2021-01-14,1390.1,2026-01-04,10,2180,48.66,Medium,High,5.63,1.13,-240,1,218.0,4.87,1.78
AST-1352,Laptop,Good,Active,5,2022-02-24,2341.67,2026-10-13,6,1408,15.87,Medium,High,4.52,0.9,42,0,234.67,2.64,1.33
AST-1353,Lab_Equipment,Good,Active,10,2023-05-29,5237.1,2027-09-11,4,826,4.49,High,Low,3.26,0.33,375,0,206.5,1.12,1.23
AST-1354,Laptop,Good,Active,5,2025-08-28,7168.48,2026-12-01,2,181,3.91,Low,Low,1.01,0.2,91,0,90.5,1.96,1.98
AST-1355,Laptop,Poor,Idle,7,2024-07-24,3003.42,2027-04-21,2,193,4.13,Medium,Medium,2.11,0.3,232,0,96.5,2.06,0.95
AST-1356,Network_Switch,Poor,Active,7,2018-12-17,2953.7,2025-11-21,14,1622,32.45,Medium,High,7.71,1.1,-284,1,115.86,2.32,1.82
AST-1357,Network_Switch,Poor,Active,5,2021-05-14,2486.81,2026-02-18,10,1516,45.56,Medium,High,5.3,1.06,-195,1,151.6,4.56,1.89
AST-1358,Lab_Equipment,Good,Active,5,2026-03-07,2053.3,2027-06-04,1,84,2.86,Low,Low,0.49,0.1,276,0,84.0,2.86,2.04
AST-1359,Projector,Poor,Active,7,2020-03-09,1154.12,2026-10-20,14,2320,39.67,Medium,High,6.48,0.93,49,0,165.71,2.83,2.16
AST-1360,Workstation,Good,Active,5,2025-12-27,3488.6,2027-03-08,2,103,3.16,High,Low,0.68,0.14,188,0,51.5,1.58,2.94
AST-1361,Lab_Equipment,Fair,Active,5,2025-10-30,5011.85,2027-11-16,0,0,0.0,Low,Low,0.84,0.17,441,0,0.0,0.0,0.0
AST-1362,Workstation,Fair,Active,5,2024-01-25,7095.18,2027-07-26,3,304,14.97,Low,Low,2.6,0.52,328,0,101.33,4.99,1.15
AST-1363,Laptop,Fair,Idle,10,2026-03-10,5346.49,2027-09-15,1,202,3.59,Medium,Low,0.48,0.05,379,0,202.0,3.59,2.08
AST-1364,Workstation,Good,Active,5,2020-04-14,6873.91,2026-02-21,13,1644,15.87,Medium,High,6.38,1.28,-192,1,126.46,1.22,2.04
AST-1365,Laptop,Good,Idle,10,2018-04-13,2612.74,2026-09-05,11,1150,41.03,Medium,High,8.39,0.84,4,0,104.55,3.73,1.31
AST-1366,Network_Switch,Good,Active,5,2024-07-04,1289.28,2027-08-15,4,683,17.14,Low,Low,2.16,0.43,348,0,170.75,4.28,1.85
AST-1367,Laptop,Fair,Active,7,2018-09-03,2126.58,2026-01-11,16,3314,44.03,Low,High,7.99,1.14,-233,1,207.12,2.75,2.0
AST-1368,Lab_Equipment,Good,Active,3,2023-09-06,4535.29,2026-07-07,3,120,9.87,High,Medium,2.99,1.0,-56,1,40.0,3.29,1.0
AST-1369,Laptop,Poor,Active,5,2022-09-23,2346.91,2026-06-08,6,1032,26.61,Critical,High,3.94,0.79,-85,1,172.0,4.43,1.52
AST-1370,Lab_Equipment,Good,Active,3,2026-02-09,6171.24,2027-07-12,2,373,8.81,Low,Low,0.56,0.19,314,0,186.5,4.4,3.57
AST-1371,Lab_Equipment,Fair,Active,5,2020-06-09,637.31,2025-12-31,6,802,27.96,Low,High,6.23,1.25,-244,1,133.67,4.66,0.96
AST-1372,Workstation,Fair,Active,7,2022-01-13,6873.67,2026-06-30,8,735,19.35,Medium,High,4.63,0.66,-63,1,91.88,2.42,1.73
AST-1373,Laptop,Good,Under_Maintenance,10,2023-02-05,6760.29,2026-12-15,7,346,11.03,Low,Low,3.57,0.36,105,0,49.43,1.58,1.96
AST-1374,Laptop,Good,Active,7,2025-03-29,1325.28,2027-08-10,3,503,9.45,Medium,Low,1.43,0.2,343,0,167.67,3.15,2.1
AST-1375,Lab_Equipment,Fair,Active,5,2024-10-26,676.95,2027-05-19,7,568,29.36,Low,Medium,1.85,0.37,260,0,81.14,4.19,3.78
AST-1376,Network_Switch,Good,Active,10,2021-08-05,4877.51,2027-05-08,9,1466,34.96,Low,Medium,5.07,0.51,249,0,162.89,3.88,1.78
AST-1377,Network_Switch,Fair,Active,3,2025-02-07,4849.95,2027-01-03,3,100,13.91,Low,Low,1.56,0.52,124,0,33.33,4.64,1.92
AST-1378,Server,Poor,Under_Maintenance,10,2023-10-17,2282.71,2027-08-18,6,306,12.52,High,Medium,2.87,0.29,351,0,51.0,2.09,2.09
AST-1379,Laptop,Good,Active,3,2025-03-24,7367.82,2027-08-04,3,125,4.44,Medium,Low,1.44,0.48,337,0,41.67,1.48,2.08
AST-1380,Projector,Poor,Active,5,2021-03-02,3565.8,2025-11-13,12,1882,42.24,Medium,High,5.5,1.1,-292,1,156.83,3.52,2.18
AST-1381,Workstation,Good,Active,3,2026-06-11,6602.09,2027-02-12,0,0,0.0,Critical,Low,0.22,0.07,164,0,0.0,0.0,0.0
AST-1382,Server,Good,Active,7,2022-11-15,5812.76,2027-01-02,3,356,11.62,Medium,Low,3.79,0.54,123,0,118.67,3.87,0.79
AST-1383,Network_Switch,Fair,Active,5,2021-05-10,4577.86,2026-05-17,11,1452,35.9,High,High,5.31,1.06,-107,1,132.0,3.26,2.07
AST-1384,Server,Good,Active,5,2021-12-15,4562.27,2026-08-31,9,1447,25.09,High,High,4.71,0.94,-1,1,160.78,2.79,1.91
AST-1385,Workstation,Good,Active,3,2024-12-26,6978.76,2027-09-08,3,459,4.31,Critical,Low,1.68,0.56,372,0,153.0,1.44,1.79
AST-1386,Workstation,Good,Active,5,2024-12-13,5494.69,2027-10-07,2,164,9.9,Medium,Low,1.72,0.34,401,0,82.0,4.95,1.16
AST-1387,Network_Switch,Good,Active,5,2025-02-28,2096.88,2027-03-03,0,0,0.0,Low,Low,1.51,0.3,183,0,0.0,0.0,0.0
AST-1388,Laptop,Good,Active,3,2023-12-19,6260.62,2026-06-30,3,322,12.24,High,Medium,2.7,0.9,-63,1,107.33,4.08,1.11
AST-1389,Laptop,Fair,Under_Maintenance,10,2021-04-16,5880.04,2027-05-31,9,553,28.35,Medium,Medium,5.38,0.54,272,0,61.44,3.15,1.67
AST-1390,Lab_Equipment,Good,Active,3,2022-12-02,716.58,2026-06-11,5,673,6.44,Medium,High,3.75,1.25,-82,1,134.6,1.29,1.33
AST-1391,Lab_Equipment,Good,Under_Maintenance,7,2022-03-04,1460.61,2026-09-27,6,1192,25.63,Critical,Medium,4.5,0.64,26,0,198.67,4.27,1.33
AST-1392,Lab_Equipment,Fair,Active,5,2021-09-25,1340.54,2026-09-09,7,1268,9.83,Medium,High,4.93,0.99,8,0,181.14,1.4,1.42
AST-1393,Laptop,Fair,Under_Maintenance,7,2024-06-01,4938.33,2027-02-11,3,359,4.93,Medium,Low,2.25,0.32,163,0,119.67,1.64,1.33
AST-1394,Network_Switch,Fair,Idle,3,2024-08-12,6183.84,2026-11-18,6,1228,15.68,Low,Medium,2.05,0.68,78,0,204.67,2.61,2.93
AST-1395,Laptop,Good,Active,5,2024-12-29,6037.08,2027-06-02,3,380,6.69,Low,Low,1.67,0.33,274,0,126.67,2.23,1.8
AST-1396,Laptop,Critical,Active,5,2023-01-05,2931.57,2026-08-23,6,707,24.62,Low,High,3.66,0.73,-9,1,117.83,4.1,1.64
AST-1397,Lab_Equipment,Good,Under_Maintenance,5,2021-10-22,771.18,2026-11-03,7,498,33.43,Critical,Medium,4.86,0.97,63,0,71.14,4.78,1.44
AST-1398,Laptop,Fair,Idle,10,2019-07-08,2315.17,2026-10-07,8,327,11.64,Low,Medium,7.15,0.72,36,0,40.88,1.46,1.12
AST-1399,Projector,Fair,Active,7,2019-06-25,4019.06,2026-04-13,10,1433,13.1,Low,High,7.19,1.03,-141,1,143.3,1.31,1.39
AST-1400,Workstation,Poor,Active,5,2020-08-05,4925.56,2025-10-10,13,1788,38.34,Medium,High,6.07,1.21,-326,1,137.54,2.95,2.14
AST-1401,Projector,Good,Active,5,2023-01-31,757.29,2026-06-15,6,649,12.11,Medium,Medium,3.58,0.72,-78,1,108.17,2.02,1.68
AST-1402,Laptop,Good,Active,10,2025-10-14,1409.49,2026-11-23,3,197,5.37,Low,Low,0.88,0.09,83,0,65.67,1.79,3.41
AST-1403,Lab_Equipment,Fair,Active,5,2025-10-07,7287.83,2026-11-09,1,60,3.79,Medium,Low,0.9,0.18,69,0,60.0,3.79,1.11
AST-1404,Network_Switch,Poor,Active,10,2017-08-18,1506.55,2026-07-17,13,2165,17.7,High,High,9.04,0.9,-46,1,166.54,1.36,1.44
AST-1405,Laptop,Good,Active,5,2023-12-16,763.69,2027-06-06,5,308,20.97,Medium,Low,2.71,0.54,278,0,61.6,4.19,1.85
AST-1406,Workstation,Poor,Active,5,2025-11-01,4860.27,2026-12-23,3,199,7.54,High,Medium,0.83,0.17,113,0,66.33,2.51,3.61
AST-1407,Lab_Equipment,Fair,Active,5,2021-01-06,6747.21,2025-08-27,9,304,23.41,Medium,High,5.65,1.13,-370,1,33.78,2.6,1.59
AST-1408,Lab_Equipment,Critical,Active,5,2021-03-18,1929.79,2026-06-19,10,1540,36.11,Low,High,5.46,1.09,-74,1,154.0,3.61,1.83
AST-1409,Laptop,Fair,Active,7,2024-10-06,6270.76,2027-07-05,3,698,8.43,Low,Medium,1.9,0.27,307,0,232.67,2.81,1.58
AST-1410,Laptop,Good,Active,10,2022-05-28,6563.5,2027-11-22,9,1264,38.12,Medium,Medium,4.26,0.43,447,0,140.44,4.24,2.11
AST-1411,Lab_Equipment,Fair,Active,5,2024-10-18,2370.41,2027-12-15,1,159,3.04,Medium,Low,1.87,0.37,470,0,159.0,3.04,0.53
AST-1412,Laptop,Good,Active,3,2025-10-13,7150.29,2027-04-28,0,0,0.0,Medium,Low,0.88,0.29,239,0,0.0,0.0,0.0
AST-1413,Workstation,Good,Active,7,2025-01-01,1748.54,2027-05-21,4,349,19.68,Medium,Low,1.66,0.24,262,0,87.25,4.92,2.41
AST-1414,Network_Switch,Poor,Idle,3,2024-07-27,666.45,2026-09-13,4,511,7.84,Medium,Medium,2.1,0.7,12,0,127.75,1.96,1.9
AST-1415,Laptop,Fair,Active,5,2024-03-30,1566.32,2027-06-09,4,742,17.24,Critical,Medium,2.42,0.48,281,0,185.5,4.31,1.65
AST-1416,Server,Fair,Active,5,2023-02-24,597.67,2026-07-18,5,937,18.87,Critical,High,3.52,0.7,-45,1,187.4,3.77,1.42
AST-1417,Laptop,Good,Under_Maintenance,5,2024-06-01,3528.28,2027-11-12,2,433,4.63,Low,Low,2.25,0.45,437,0,216.5,2.32,0.89
AST-1418,Lab_Equipment,Good,Active,10,2025-11-22,2900.84,2027-11-11,3,408,14.86,Medium,Low,0.77,0.08,436,0,136.0,4.95,3.9
AST-1419,Workstation,Fair,Active,5,2023-09-29,1514.01,2027-12-21,8,451,24.95,Low,Medium,2.92,0.58,476,0,56.38,3.12,2.74
AST-1420,Workstation,Poor,Active,7,2026-03-20,4626.47,2027-06-25,0,0,0.0,Critical,Medium,0.45,0.06,297,0,0.0,0.0,0.0
AST-1421,Laptop,Poor,Active,5,2020-10-06,1757.82,2025-12-18,8,1809,32.52,Medium,High,5.9,1.18,-257,1,226.12,4.07,1.36
AST-1422,Server,Poor,Active,5,2020-05-15,5469.1,2025-08-25,10,1544,29.3,Medium,High,6.3,1.26,-372,1,154.4,2.93,1.59
AST-1423,Workstation,Fair,Active,3,2024-09-02,7148.58,2026-08-12,3,698,4.57,Medium,Medium,2.0,0.67,-20,1,232.67,1.52,1.5
AST-1424,Workstation,Poor,Active,5,2021-07-25,1828.34,2026-07-04,11,2282,43.0,Critical,High,5.1,1.02,-59,1,207.45,3.91,2.16
AST-1425,Workstation,Good,Idle,5,2025-03-01,6027.03,2027-01-21,0,0,0.0,High,Low,1.5,0.3,142,0,0.0,0.0,0.0
AST-1426,Lab_Equipment,Fair,Active,10,2014-08-16,464.6,2026-07-06,25,3936,43.85,High,High,12.04,1.2,-57,1,157.44,1.75,2.08
AST-1427,Projector,Fair,Active,5,2023-05-16,1011.42,2026-09-11,4,759,15.41,Medium,Medium,3.3,0.66,10,0,189.75,3.85,1.21
AST-1428,Workstation,Fair,Active,7,2017-12-22,2105.08,2026-04-05,9,1587,29.16,Medium,High,8.69,1.24,-149,1,176.33,3.24,1.04
AST-1429,Laptop,Good,Active,5,2026-06-20,957.42,2027-11-22,1,107,3.28,High,Low,0.2,0.04,447,0,107.0,3.28,5.0
AST-1430,Projector,Good,Active,7,2025-09-24,5150.99,2027-04-29,2,186,5.07,High,Low,0.94,0.13,240,0,93.0,2.54,2.13
AST-1431,Network_Switch,Good,Active,5,2025-10-05,2189.19,2027-12-10,3,163,4.55,Medium,Low,0.91,0.18,465,0,54.33,1.52,3.3
AST-1432,Projector,Good,Active,5,2020-12-31,5825.08,2026-05-03,10,1996,37.72,Medium,High,5.67,1.13,-121,1,199.6,3.77,1.76
AST-1433,Lab_Equipment,Good,Active,5,2025-08-17,5126.93,2027-06-18,2,248,8.05,High,Low,1.04,0.21,290,0,124.0,4.03,1.92
AST-1434,Laptop,Fair,Active,7,2024-02-11,3315.25,2027-11-30,4,321,10.69,Low,Low,2.55,0.36,455,0,80.25,2.67,1.57
AST-1435,Laptop,Good,Active,3,2025-05-26,4463.22,2027-05-13,4,229,9.53,High,Low,1.27,0.42,254,0,57.25,2.38,3.15
AST-1436,Workstation,Good,Active,3,2026-01-05,6497.09,2027-08-05,1,78,4.46,Low,Low,0.65,0.22,338,0,78.0,4.46,1.54
AST-1437,Lab_Equipment,Good,Active,3,2025-02-10,2897.14,2027-06-27,4,675,9.69,High,Low,1.56,0.52,299,0,168.75,2.42,2.56
AST-1438,Laptop,Fair,Under_Maintenance,5,2021-10-14,3090.59,2026-07-28,10,1219,19.23,Low,High,4.88,0.98,-35,1,121.9,1.92,2.05
AST-1439,Network_Switch,Fair,Active,3,2023-06-01,3436.45,2025-12-25,5,511,8.22,Medium,High,3.25,1.08,-250,1,102.2,1.64,1.54
AST-1440,Projector,Good,Active,3,2025-08-13,7062.98,2027-01-14,4,953,10.53,Low,Low,1.05,0.35,135,0,238.25,2.63,3.81
AST-1441,Lab_Equipment,Fair,Active,5,2025-12-16,410.14,2027-05-16,2,127,3.31,Low,Low,0.71,0.14,257,0,63.5,1.66,2.82
AST-1442,Network_Switch,Poor,Active,10,2013-12-30,2049.26,2025-09-10,26,1679,70.7,Low,High,12.67,1.27,-356,1,64.58,2.72,2.05
AST-1443,Network_Switch,Poor,Active,5,2020-03-29,788.69,2026-03-24,8,1709,38.04,High,High,6.43,1.29,-161,1,213.62,4.76,1.24
AST-1444,Server,Poor,Active,5,2021-04-11,2554.88,2026-03-08,6,456,17.14,Medium,High,5.39,1.08,-177,1,76.0,2.86,1.11
AST-1445,Network_Switch,Fair,Active,7,2022-09-12,2769.3,2027-03-19,3,238,14.19,High,Low,3.97,0.57,199,0,79.33,4.73,0.76
AST-1446,Network_Switch,Fair,Under_Maintenance,5,2023-03-18,7324.24,2026-11-23,5,687,23.37,High,Medium,3.46,0.69,83,0,137.4,4.67,1.45
AST-1447,Workstation,Poor,Active,5,2022-08-02,1531.7,2026-11-24,4,497,13.58,Low,Medium,4.08,0.82,84,0,124.25,3.4,0.98
AST-1448,Workstation,Poor,Active,10,2014-11-08,5947.16,2026-07-26,15,2446,19.31,High,High,11.81,1.18,-37,1,163.07,1.29,1.27
AST-1449,Projector,Good,Active,3,2024-07-08,2553.89,2026-08-13,4,838,10.95,Low,Medium,2.15,0.72,-19,1,209.5,2.74,1.86
AST-1450,Workstation,Good,Active,7,2024-02-18,5847.36,2027-01-29,4,548,11.37,High,Low,2.54,0.36,150,0,137.0,2.84,1.57
AST-1451,Projector,Good,Active,5,2023-05-23,6763.28,2026-10-26,3,495,6.15,Low,Low,3.28,0.66,55,0,165.0,2.05,0.91
AST-1452,Workstation,Critical,Active,7,2018-11-25,3829.77,2026-03-02,9,596,22.66,High,High,7.77,1.11,-183,1,66.22,2.52,1.16
AST-1453,Lab_Equipment,Poor,Active,5,2020-08-03,744.1,2026-05-17,11,1804,25.1,Low,High,6.08,1.22,-107,1,164.0,2.28,1.81
AST-1454,Laptop,Critical,Active,3,2022-12-19,3773.71,2026-04-07,7,546,31.71,Low,High,3.7,1.23,-147,1,78.0,4.53,1.89
AST-1455,Network_Switch,Good,Active,5,2023-09-04,450.39,2027-10-26,8,1655,19.59,Medium,Medium,2.99,0.6,420,0,206.88,2.45,2.68
AST-1456,Laptop,Fair,Active,3,2024-04-04,830.85,2026-08-17,4,570,18.96,High,High,2.41,0.8,-15,1,142.5,4.74,1.66
AST-1457,Server,Good,Under_Maintenance,5,2023-10-14,3742.01,2027-01-08,2,449,6.64,Medium,Low,2.88,0.58,129,0,224.5,3.32,0.69
AST-1458,Projector,Poor,Active,5,2022-07-27,675.48,2026-07-07,3,241,5.5,Low,High,4.1,0.82,-56,1,80.33,1.83,0.73
AST-1459,Server,Good,Active,5,2025-04-17,3980.27,2027-11-15,7,268,34.56,Medium,Low,1.37,0.27,440,0,38.29,4.94,5.11
AST-1460,Workstation,Good,Under_Maintenance,5,2024-09-14,4559.03,2027-07-16,3,583,7.74,Medium,Low,1.96,0.39,318,0,194.33,2.58,1.53
AST-1461,Workstation,Good,Active,10,2021-08-04,5579.6,2026-11-08,14,2186,15.92,Medium,Medium,5.08,0.51,68,0,156.14,1.14,2.76
AST-1462,Workstation,Good,Active,3,2025-02-21,3470.3,2027-08-01,3,555,7.03,High,Low,1.52,0.51,334,0,185.0,2.34,1.97
AST-1463,Laptop,Fair,Active,5,2022-05-27,530.34,2026-09-28,4,419,13.48,High,Medium,4.27,0.85,27,0,104.75,3.37,0.94
AST-1464,Workstation,Critical,Active,5,2020-11-14,465.08,2026-05-20,3,645,7.99,Medium,High,5.8,1.16,-104,1,215.0,2.66,0.52
AST-1465,Projector,Fair,Active,5,2025-04-17,4071.54,2027-12-04,3,426,13.55,Medium,Low,1.37,0.27,459,0,142.0,4.52,2.19
AST-1466,Laptop,Good,Active,3,2025-06-19,2704.0,2027-12-20,1,132,3.95,High,Low,1.2,0.4,475,0,132.0,3.95,0.83
AST-1467,Lab_Equipment,Fair,Active,5,2025-09-14,7115.01,2026-12-28,3,369,10.41,High,Low,0.96,0.19,118,0,123.0,3.47,3.12
AST-1468,Workstation,Poor,Active,10,2015-02-01,2319.47,2025-10-02,15,2749,39.66,Medium,High,11.58,1.16,-334,1,183.27,2.64,1.3
AST-1469,Lab_Equipment,Good,Active,7,2026-01-15,6504.21,2027-05-20,2,374,2.77,Medium,Low,0.63,0.09,261,0,187.0,1.38,3.17
AST-1470,Projector,Good,Active,7,2024-08-16,3960.23,2027-02-10,6,885,17.67,Medium,Medium,2.04,0.29,162,0,147.5,2.94,2.94
AST-1471,Workstation,Poor,Under_Maintenance,7,2021-09-01,1330.67,2026-10-18,6,692,15.2,High,High,5.0,0.71,47,0,115.33,2.53,1.2
AST-1472,Laptop,Good,Active,3,2025-07-04,4014.71,2027-01-03,5,467,22.9,Critical,Low,1.16,0.39,124,0,93.4,4.58,4.31
AST-1473,Server,Poor,Active,3,2022-12-20,3405.84,2026-07-30,9,1275,19.24,Low,High,3.7,1.23,-33,1,141.67,2.14,2.43
AST-1474,Lab_Equipment,Fair,Active,7,2025-01-18,6168.14,2027-11-10,3,117,11.64,Medium,Low,1.62,0.23,435,0,39.0,3.88,1.85
AST-1475,Laptop,Good,Active,3,2024-01-02,402.85,2026-10-26,5,174,13.6,High,Medium,2.66,0.89,55,0,34.8,2.72,1.88
AST-1476,Laptop,Good,Active,3,2023-09-03,4702.7,2026-09-13,7,324,9.97,Medium,Medium,3.0,1.0,12,0,46.29,1.42,2.33
AST-1477,Workstation,Good,Active,10,2024-06-21,3861.02,2027-04-09,3,665,13.0,Low,Low,2.2,0.22,220,0,221.67,4.33,1.36
AST-1478,Network_Switch,Poor,Active,3,2022-11-23,4138.82,2026-04-12,6,787,22.87,Low,High,3.77,1.26,-142,1,131.17,3.81,1.59
AST-1479,Workstation,Fair,Under_Maintenance,5,2021-10-31,1742.88,2026-09-14,7,1597,18.1,Medium,High,4.84,0.97,13,0,228.14,2.59,1.45
AST-1480,Laptop,Fair,Under_Maintenance,5,2024-10-22,3630.15,2027-05-26,1,134,3.18,Low,Low,1.86,0.37,267,0,134.0,3.18,0.54
AST-1481,Network_Switch,Poor,Active,10,2014-05-17,1799.45,2025-09-13,19,2485,47.36,Medium,High,12.29,1.23,-353,1,130.79,2.49,1.55
AST-1482,Lab_Equipment,Fair,Active,3,2023-02-21,5186.73,2025-12-11,3,460,4.07,Medium,Medium,3.53,1.18,-264,1,153.33,1.36,0.85
AST-1483,Workstation,Good,Idle,10,2019-04-23,5280.8,2026-08-01,10,1664,10.99,High,Medium,7.36,0.74,-31,1,166.4,1.1,1.36
AST-1484,Lab_Equipment,Good,Active,5,2026-02-11,1553.74,2027-11-28,0,0,0.0,Medium,Low,0.55,0.11,453,0,0.0,0.0,0.0
AST-1485,Laptop,Fair,Active,5,2022-04-07,7291.74,2026-07-05,7,1259,12.49,Medium,High,4.4,0.88,-58,1,179.86,1.78,1.59
AST-1486,Laptop,Fair,Active,5,2023-07-15,3010.73,2026-06-22,4,139,18.35,Low,Low,3.13,0.63,-71,1,34.75,4.59,1.28
AST-1487,Workstation,Good,Active,5,2025-09-12,4938.77,2026-12-03,2,167,7.21,Low,Low,0.97,0.19,93,0,83.5,3.6,2.06
AST-1488,Lab_Equipment,Poor,Active,5,2024-10-22,4688.44,2027-11-18,2,261,4.94,High,Medium,1.86,0.37,443,0,130.5,2.47,1.08
AST-1489,Laptop,Good,Active,5,2024-01-29,6340.0,2027-08-13,3,340,8.97,Medium,Low,2.59,0.52,346,0,113.33,2.99,1.16
AST-1490,Workstation,Good,Active,7,2022-07-07,2835.06,2026-12-30,8,1196,35.56,Low,Medium,4.15,0.59,120,0,149.5,4.44,1.93
AST-1491,Workstation,Fair,Active,7,2024-08-08,5148.15,2027-06-26,4,629,18.89,High,Medium,2.06,0.29,298,0,157.25,4.72,1.94
AST-1492,Projector,Good,Active,3,2026-01-31,4727.22,2027-10-27,1,107,3.02,Medium,Low,0.58,0.19,421,0,107.0,3.02,1.72
AST-1493,Network_Switch,Fair,Active,5,2022-08-17,4556.17,2026-09-09,5,978,12.02,Medium,High,4.04,0.81,8,0,195.6,2.4,1.24
AST-1494,Laptop,Good,Active,3,2026-04-11,4595.5,2028-01-09,1,204,3.82,High,Low,0.39,0.13,495,0,204.0,3.82,2.56
AST-1495,Laptop,Good,Active,5,2023-07-25,4877.18,2026-08-23,9,1821,10.36,Medium,Medium,3.1,0.62,-9,1,202.33,1.15,2.9
AST-1496,Lab_Equipment,Fair,Active,3,2023-09-20,459.32,2026-07-04,4,220,12.55,Medium,Medium,2.95,0.98,-59,1,55.0,3.14,1.36
AST-1497,Laptop,Poor,Active,7,2021-11-04,926.65,2026-07-08,4,957,8.5,Medium,High,4.82,0.69,-55,1,239.25,2.12,0.83
AST-1498,Workstation,Fair,Active,5,2020-10-12,2673.29,2025-11-28,8,1490,39.08,Medium,High,5.89,1.18,-277,1,186.25,4.88,1.36
AST-1499,Server,Good,Under_Maintenance,5,2025-07-05,5303.42,2027-06-13,4,393,19.74,Medium,Low,1.16,0.23,285,0,98.25,4.93,3.45
AST-1500,Workstation,Fair,Active,5,2022-07-23,799.97,2026-06-08,6,925,7.73,Low,High,4.11,0.82,-85,1,154.17,1.29,1.46
AST-1501,Workstation,Fair,Active,7,2019-10-15,5748.52,2026-10-09,12,1926,49.34,Medium,High,6.88,0.98,38,0,160.5,4.11,1.74
AST-1502,Laptop,Fair,Active,5,2022-06-08,5318.89,2026-11-06,8,1815,24.96,Medium,High,4.23,0.85,66,0,226.88,3.12,1.89
AST-1503,Laptop,Poor,Under_Maintenance,3,2023-08-21,5705.29,2026-04-09,5,585,18.79,Low,High,3.03,1.01,-145,1,117.0,3.76,1.65
AST-1504,Laptop,Good,Active,10,2016-11-15,4977.51,2026-08-06,16,2285,69.81,Low,High,9.79,0.98,-26,1,142.81,4.36,1.63
AST-1505,Laptop,Good,Under_Maintenance,5,2023-09-03,913.87,2027-12-24,4,748,18.45,Low,Low,3.0,0.6,479,0,187.0,4.61,1.33
AST-1506,Workstation,Fair,Active,5,2020-08-04,4250.94,2026-01-19,13,2120,60.56,Low,High,6.08,1.22,-225,1,163.08,4.66,2.14
AST-1507,Lab_Equipment,Fair,Active,3,2024-04-01,1563.92,2026-10-13,4,252,15.01,Low,Medium,2.42,0.81,42,0,63.0,3.75,1.65
AST-1508,Laptop,Poor,Active,5,2021-10-07,2260.45,2026-11-08,8,1447,24.12,Medium,High,4.9,0.98,68,0,180.88,3.02,1.63
AST-1509,Workstation,Fair,Under_Maintenance,5,2024-05-22,582.77,2027-03-30,2,429,2.1,High,Low,2.28,0.46,210,0,214.5,1.05,0.88
AST-1510,Laptop,Poor,Active,5,2020-08-26,573.18,2025-12-30,9,1644,9.03,High,High,6.02,1.2,-245,1,182.67,1.0,1.5
AST-1511,Workstation,Poor,Active,5,2024-11-01,668.52,2026-12-24,1,181,4.42,Low,Medium,1.83,0.37,114,0,181.0,4.42,0.55
AST-1512,Workstation,Good,Active,5,2026-02-23,1134.1,2027-05-08,0,0,0.0,Medium,Low,0.52,0.1,249,0,0.0,0.0,0.0
AST-1513,Laptop,Fair,Under_Maintenance,5,2023-11-24,5565.81,2027-05-17,3,350,5.47,High,Low,2.77,0.55,258,0,116.67,1.82,1.08
AST-1514,Workstation,Poor,Active,5,2022-09-02,5312.23,2026-08-11,7,230,15.49,Medium,High,4.0,0.8,-21,1,32.86,2.21,1.75
AST-1515,Network_Switch,Fair,Active,5,2023-05-14,3389.94,2026-08-16,2,63,7.02,Low,Low,3.3,0.66,-16,1,31.5,3.51,0.61
AST-1516,Projector,Fair,Active,3,2025-03-19,2940.67,2026-11-03,6,236,7.3,Medium,Medium,1.45,0.48,63,0,39.33,1.22,4.14
AST-1517,Lab_Equipment,Good,Active,7,2025-07-27,6240.8,2027-01-31,1,135,4.21,Medium,Low,1.1,0.16,152,0,135.0,4.21,0.91
AST-1518,Laptop,Poor,Active,7,2020-03-14,3882.23,2026-07-20,7,1390,8.24,Critical,High,6.47,0.92,-43,1,198.57,1.18,1.08
AST-1519,Workstation,Good,Active,7,2022-12-24,3894.73,2027-11-22,1,81,3.72,Low,Low,3.69,0.53,447,0,81.0,3.72,0.27
AST-1520,Workstation,Good,Under_Maintenance,5,2022-05-27,5455.71,2026-07-06,9,500,27.35,Medium,Medium,4.27,0.85,-57,1,55.56,3.04,2.11
AST-1521,Laptop,Good,Active,5,2024-03-15,4951.14,2027-12-01,4,918,5.01,Medium,Low,2.46,0.49,456,0,229.5,1.25,1.63
AST-1522,Workstation,Good,Active,7,2021-10-10,5152.37,2026-10-30,5,438,5.66,Medium,Low,4.89,0.7,59,0,87.6,1.13,1.02
AST-1523,Server,Fair,Active,10,2018-05-02,1547.63,2026-11-13,19,3489,72.9,Low,High,8.33,0.83,73,0,183.63,3.84,2.28
AST-1524,Workstation,Fair,Active,5,2025-02-10,3514.57,2027-10-10,4,384,5.87,Low,Low,1.56,0.31,404,0,96.0,1.47,2.56
